ID	COMPOUND_ID	CREATED_ON	DATATYPE_ID	DATATYPE	TEXT
3398	69570	2014-10-17	69570	General	Suggested Classification:  ISA:chalcones(CHEBI:23086); ISA:phenols(CHEBI:33853); ISA:diarylmethane(CHEBI:51614); ISA:olefinic compound(CHEBI:78840); HFP:cinnamic acid(CHEBI:27386); ISA:carboxylic ester(CHEBI:33308); HFP:phloroglucinol(CHEBI:16204); ISA:methoxybenzene(CHEBI:51683); ISA:acetophenones(CHEBI:22187); ISA:aliphatic alcohol(CHEBI:2571); ISA:styrenes(CHEBI:26799); ISA:aromatic ketone(CHEBI:76224); ISA:resorcinols(CHEBI:33572); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ether(CHEBI:35618); ISA:enone(CHEBI:51689); ISA:enol ether(CHEBI:47985); HFP:acrylic acid(CHEBI:18308); ISA:enol(CHEBI:33823); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:organic heterocyclic compound(CHEBI:24532); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3399	69573	2014-10-17	69573	General	Suggested Classification:  ISA:chalcones(CHEBI:23086); ISA:phenols(CHEBI:33853); ISA:diarylmethane(CHEBI:51614); ISA:hydroxycinnamic acid(CHEBI:24689); ISA:carboxylic ester(CHEBI:33308); HFP:phloroglucinol(CHEBI:16204); ISA:methoxybenzene(CHEBI:51683); ISA:aliphatic alcohol(CHEBI:2571); ISA:acetophenones(CHEBI:22187); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ketone(CHEBI:76224); ISA:resorcinols(CHEBI:33572); ISA:styrenes(CHEBI:26799); ISA:aromatic ether(CHEBI:35618); ISA:enone(CHEBI:51689); ISA:olefinic compound(CHEBI:78840); HFP:acrylic acid(CHEBI:18308); ISA:enol ether(CHEBI:47985); ISA:enol(CHEBI:33823); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:organic heterocyclic compound(CHEBI:24532); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3400	70643	2014-10-17	70643	General	Suggested Classification:  ISA:isoquinolines(CHEBI:24922); ISA:phenols(CHEBI:33853); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:aromatic alcohol(CHEBI:33854); ISA:organonitrogen compound(CHEBI:35352); ISA:organic cation(CHEBI:25697);
3401	69928	2014-10-17	69928	General	Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:methoxybenzene(CHEBI:51683); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ether(CHEBI:35618); ISA:arenecarbaldehyde(CHEBI:33855); ISA:phenols(CHEBI:33853); ISA:enol(CHEBI:33823); ISA:enone(CHEBI:51689); ISA:enol ether(CHEBI:47985); ISA:pyrroles(CHEBI:26455); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3402	69920	2014-10-17	69920	General	Suggested Classification:  ISA:N-acyl-amino acid(CHEBI:51569); ISA:amino acid amide(CHEBI:22475); ISA:alpha-amino acid(CHEBI:33704); ISA:pyrazines(CHEBI:38314); ISA:carboxamide(CHEBI:37622); ISA:aralkylamine(CHEBI:18000); ISA:fatty amide(CHEBI:29348); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:lactam(CHEBI:24995); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);
3404	69921	2014-10-17	69921	General	Suggested Classification:  ISA:N-acyl-amino acid(CHEBI:51569); ISA:amino acid amide(CHEBI:22475); ISA:alpha-amino acid(CHEBI:33704); ISA:pyrazines(CHEBI:38314); ISA:carboxamide(CHEBI:37622); ISA:aralkylamine(CHEBI:18000); ISA:fatty amide(CHEBI:29348); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:lactam(CHEBI:24995); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);
3405	69922	2014-10-17	69922	General	Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:methoxybenzene(CHEBI:51683); ISA:carbonyl compound(CHEBI:36586); ISA:arenecarbaldehyde(CHEBI:33855); ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:pyrroles(CHEBI:26455); ISA:organonitrogen compound(CHEBI:35352);
3406	69924	2014-10-17	69924	General	Suggested Classification:  ISA:1-benzopyran(CHEBI:38443); ISA:indolyl carboxylic acid(CHEBI:46867); ISA:benzoate ester(CHEBI:36054); ISA:benzyl ether(CHEBI:59859); ISA:indoles(CHEBI:24828); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ether(CHEBI:35618); ISA:carboxylic ester(CHEBI:33308); ISA:pyrroles(CHEBI:26455); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384);
3407	69925	2014-10-17	69925	General	Suggested Classification:  ISA:1-benzopyran(CHEBI:38443); ISA:indoles(CHEBI:24828); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ether(CHEBI:35618); ISA:phenols(CHEBI:33853); ISA:arenecarbaldehyde(CHEBI:33855); ISA:enol(CHEBI:33823); ISA:enone(CHEBI:51689); ISA:pyrroles(CHEBI:26455); ISA:enol ether(CHEBI:47985); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3408	69940	2014-10-17	69940	General	Suggested Classification:  ISA:chromenes(CHEBI:23232); ISA:1-benzopyran(CHEBI:38443); ISA:phenols(CHEBI:33853); ISA:pyranone(CHEBI:37963); ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:lactone(CHEBI:25000); ISA:aromatic alcohol(CHEBI:33854);
3409	69196	2014-10-17	69196	General	Suggested Classification:  ISA:aromatic ether(CHEBI:35618); ISA:phenols(CHEBI:33853); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:tertiary alcohol(CHEBI:26878); ISA:polyol(CHEBI:26191); ISA:cyclic ketone(CHEBI:3992); ISA:enol(CHEBI:33823); ISA:aromatic alcohol(CHEBI:33854);
3411	69194	2014-10-17	69194	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:aralkylamine(CHEBI:18000); ISA:organonitrogen compound(CHEBI:35352); ISA:organosulfur compound(CHEBI:33261); ISA:heterocyclic compound(CHEBI:5686); ISA:benzenes(CHEBI:22712); ISA:pyrrolidines(CHEBI:38260); ISA:carboxamide(CHEBI:37622); ISA:thiazoles(CHEBI:48901); ISA:carboxylic ester(CHEBI:33308); ISA:tertiary amine(CHEBI:32876); ISA:lactone(CHEBI:25000); ISA:ether(CHEBI:25698); ISA:carboxylic acid(CHEBI:33575); ISA:dipolar compound(CHEBI:51151); ISA:organic sulfide(CHEBI:16385); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);
3412	69192	2014-10-17	69192	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:aralkylamine(CHEBI:18000); ISA:benzenes(CHEBI:22712); ISA:carboxamide(CHEBI:37622); ISA:tertiary amine(CHEBI:32876); ISA:carboxylic ester(CHEBI:33308); ISA:lactone(CHEBI:25000); ISA:cyclic ketone(CHEBI:3992); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:carboxylic acid(CHEBI:33575);
3413	69193	2014-10-17	69193	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:aralkylamine(CHEBI:18000); ISA:organonitrogen compound(CHEBI:35352); ISA:organosulfur compound(CHEBI:33261); ISA:heterocyclic compound(CHEBI:5686); ISA:benzenes(CHEBI:22712); ISA:pyrrolidines(CHEBI:38260); ISA:carboxamide(CHEBI:37622); ISA:thiazoles(CHEBI:48901); ISA:carboxylic ester(CHEBI:33308); ISA:tertiary amine(CHEBI:32876); ISA:lactone(CHEBI:25000); ISA:ether(CHEBI:25698); ISA:carboxylic acid(CHEBI:33575); ISA:dipolar compound(CHEBI:51151); ISA:organic sulfide(CHEBI:16385); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);
3414	69190	2014-10-17	69190	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:aralkylamine(CHEBI:18000); ISA:organonitrogen compound(CHEBI:35352); ISA:organosulfur compound(CHEBI:33261); ISA:heterocyclic compound(CHEBI:5686); ISA:benzenes(CHEBI:22712); ISA:amino alcohol(CHEBI:22478); ISA:pyrrolidines(CHEBI:38260); ISA:thiazoles(CHEBI:48901); ISA:carboxamide(CHEBI:37622); ISA:tertiary amine(CHEBI:32876); ISA:secondary alcohol(CHEBI:35681); ISA:lactone(CHEBI:25000); ISA:carboxylic ester(CHEBI:33308); ISA:carboxylic acid(CHEBI:33575); ISA:ether(CHEBI:25698); ISA:organic sulfide(CHEBI:16385); ISA:dipolar compound(CHEBI:51151); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);
3415	69938	2014-10-17	69938	General	Suggested Classification:  ISA:indolyl carboxylic acid(CHEBI:46867); ISA:methoxybenzoic acid(CHEBI:25238); ISA:benzoic acids(CHEBI:22723); ISA:indoles(CHEBI:24828); ISA:carbonyl compound(CHEBI:36586); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:pyrroles(CHEBI:26455); ISA:monocarboxylic acid(CHEBI:25384); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352);
3416	69936	2014-10-17	69936	General	Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:carbonyl compound(CHEBI:36586); ISA:phenols(CHEBI:33853); ISA:arenecarbaldehyde(CHEBI:33855); ISA:pyrroles(CHEBI:26455); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3417	69937	2014-10-17	69937	General	Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:methoxybenzene(CHEBI:51683); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ether(CHEBI:35618); ISA:arenecarbaldehyde(CHEBI:33855); ISA:phenols(CHEBI:33853); ISA:enol(CHEBI:33823); ISA:enone(CHEBI:51689); ISA:enol ether(CHEBI:47985); ISA:pyrroles(CHEBI:26455); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3418	69935	2014-10-17	69935	General	Suggested Classification:  ISA:1-benzopyran(CHEBI:38443); ISA:indoles(CHEBI:24828); ISA:methoxybenzene(CHEBI:51683); ISA:carbonyl compound(CHEBI:36586); ISA:arenecarbaldehyde(CHEBI:33855); ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:pyrroles(CHEBI:26455); ISA:organonitrogen compound(CHEBI:35352);
3419	69932	2014-10-17	69932	General	Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:carbonyl compound(CHEBI:36586); ISA:phenols(CHEBI:33853); ISA:arenecarbaldehyde(CHEBI:33855); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:pyrroles(CHEBI:26455); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3420	69933	2014-10-17	69933	General	Suggested Classification:  ISA:indoles(CHEBI:24828); ISA:carbonyl compound(CHEBI:36586); ISA:phenols(CHEBI:33853); ISA:arenecarbaldehyde(CHEBI:33855); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:pyrroles(CHEBI:26455); ISA:enol(CHEBI:33823); ISA:polyol(CHEBI:26191); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3421	69930	2014-10-17	69930	General	Suggested Classification:  ISA:indolyl carboxylic acid(CHEBI:46867); ISA:benzoate ester(CHEBI:36054); ISA:hydroxybenzoic acid(CHEBI:24676); ISA:benzyl ether(CHEBI:59859); ISA:indoles(CHEBI:24828); ISA:carbonyl compound(CHEBI:36586); ISA:phenols(CHEBI:33853); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:carboxylic ester(CHEBI:33308); ISA:pyrroles(CHEBI:26455); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:aromatic alcohol(CHEBI:33854);
3422	66761	2014-10-17	66761	General	Suggested Classification:  ISA:triterpenoid(CHEBI:36615); ISA:steroid lactone(CHEBI:26766); ISA:12alpha-hydroxy steroid(CHEBI:36846); ISA:terpene lactone(CHEBI:37668); ISA:hexose(CHEBI:18133); ISA:glycoside(CHEBI:24400); ISA:oxacycle(CHEBI:38104); ISA:oxanes(CHEBI:46942); ISA:gamma-lactone(CHEBI:37581); ISA:oxolanes(CHEBI:26912); ISA:organic hydroxy compound(CHEBI:33822); ISA:polyol(CHEBI:26191); ISA:secondary alcohol(CHEBI:35681); ISA:carboxylic ester(CHEBI:33308); ISA:acetal(CHEBI:59769); ISA:carbonyl compound(CHEBI:36586); ISA:primary alcohol(CHEBI:15734);
3423	66760	2014-10-17	66760	General	Suggested Classification:  ISA:prenylquinone(CHEBI:26255); ISA:long-chain fatty alcohol(CHEBI:17135); ISA:p-quinone(CHEBI:25830); ISA:benzoquinones(CHEBI:22729); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:tertiary alcohol(CHEBI:26878); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191);
3424	70650	2014-10-17	70650	General	Suggested Classification:  ISA:isoquinolines(CHEBI:24922); ISA:phenanthrenes(CHEBI:25961); ISA:organonitrogen heterocyclic compound(CHEBI:38101); ISA:organic heterotricyclic compound(CHEBI:26979); ISA:naphthalenes(CHEBI:25477); ISA:aromatic ketone(CHEBI:76224); ISA:methoxybenzene(CHEBI:51683); ISA:aromatic ether(CHEBI:35618); ISA:pyridines(CHEBI:26421); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:organonitrogen compound(CHEBI:35352); ISA:organic anion(CHEBI:25696);
3425	69566	2014-10-17	69566	General	Suggested Classification:  ISA:hydroxycinnamic acid(CHEBI:24689); ISA:aliphatic alcohol(CHEBI:2571); ISA:styrenes(CHEBI:26799); ISA:beta-hydroxy ketone(CHEBI:55380); ISA:enone(CHEBI:51689); ISA:phenols(CHEBI:33853); ISA:2-oxo aldehyde(CHEBI:27659); ISA:enol ether(CHEBI:47985); ISA:olefinic compound(CHEBI:78840); HFP:acrylic acid(CHEBI:18308); ISA:secondary alcohol(CHEBI:35681); ISA:organonitrogen compound(CHEBI:35352); ISA:organic heterocyclic compound(CHEBI:24532); ISA:aromatic alcohol(CHEBI:33854);
3426	69565	2014-10-17	69565	General	Suggested Classification:  ISA:oxacycle(CHEBI:38104); ISA:ortho ester(CHEBI:71989); ISA:dioxanes(CHEBI:46926); ISA:tertiary alcohol(CHEBI:26878); ISA:dioxolane(CHEBI:39430); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:ketone(CHEBI:17087); ISA:organic hydroxy compound(CHEBI:33822); ISA:secondary alcohol(CHEBI:35681); ISA:carboxylic ester(CHEBI:33308); ISA:polyol(CHEBI:26191); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:epoxide(CHEBI:32955); ISA:primary alcohol(CHEBI:15734);
3427	70608	2014-10-17	70608	General	Suggested Classification:  ISA:hexose(CHEBI:18133); ISA:coumarins(CHEBI:23403); ISA:1-benzopyran(CHEBI:38443); ISA:pyranone(CHEBI:37963); ISA:aromatic ether(CHEBI:35618); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:oxanes(CHEBI:46942); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:organic hydroxy compound(CHEBI:33822); ISA:lactone(CHEBI:25000); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:acetal(CHEBI:59769); ISA:primary alcohol(CHEBI:15734);
3428	67525	2014-10-17	67525	General	Suggested Classification:  ISA:thiazoles(CHEBI:48901); ISA:dicarboxylic acid(CHEBI:35692); ISA:carbamate ester(CHEBI:23003); ISA:secondary alcohol(CHEBI:35681); ISA:organic hydroxy compound(CHEBI:33822); ISA:lactone(CHEBI:25000); ISA:carboxylic ester(CHEBI:33308); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586); ISA:amine(CHEBI:32952);
3429	67521	2014-10-17	67521	General	Suggested Classification:  ISA:chromenes(CHEBI:23232); ISA:chromones(CHEBI:23238); ISA:monoterpenoid(CHEBI:25409); ISA:aromatic ketone(CHEBI:76224); ISA:aromatic ether(CHEBI:35618); ISA:phenols(CHEBI:33853); ISA:oxacycle(CHEBI:38104); ISA:cyclohexanones(CHEBI:23482); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:oxolanes(CHEBI:26912); ISA:polyol(CHEBI:26191); ISA:carboxylic acid(CHEBI:33575); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3430	67523	2014-10-17	67523	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:alpha-amino acid ester(CHEBI:46874); ISA:styrenes(CHEBI:26799); ISA:carboxamide(CHEBI:37622); ISA:carboxylic ester(CHEBI:33308); ISA:lactone(CHEBI:25000); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:carboxylic acid(CHEBI:33575); ISA:amine(CHEBI:32952); ISA:carbonyl compound(CHEBI:36586);
3431	67524	2014-10-17	67524	General	Suggested Classification:  ISA:hexose(CHEBI:18133); ISA:glycoside(CHEBI:24400); ISA:thiazoles(CHEBI:48901); ISA:dicarboxylic acid(CHEBI:35692); ISA:oxanes(CHEBI:46942); ISA:carbamate ester(CHEBI:23003); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:lactone(CHEBI:25000); ISA:secondary alcohol(CHEBI:35681); ISA:organic hydroxy compound(CHEBI:33822); ISA:polyol(CHEBI:26191); ISA:ether(CHEBI:25698); ISA:acetal(CHEBI:59769); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586); ISA:primary alcohol(CHEBI:15734); ISA:amine(CHEBI:32952);
3432	69189	2014-10-17	69189	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:aralkylamine(CHEBI:18000); ISA:organonitrogen compound(CHEBI:35352); ISA:organosulfur compound(CHEBI:33261); ISA:heterocyclic compound(CHEBI:5686); ISA:benzenes(CHEBI:22712); ISA:amino alcohol(CHEBI:22478); ISA:pyrrolidines(CHEBI:38260); ISA:thiazoles(CHEBI:48901); ISA:carboxamide(CHEBI:37622); ISA:tertiary amine(CHEBI:32876); ISA:secondary alcohol(CHEBI:35681); ISA:lactone(CHEBI:25000); ISA:carboxylic ester(CHEBI:33308); ISA:carboxylic acid(CHEBI:33575); ISA:ether(CHEBI:25698); ISA:organic sulfide(CHEBI:16385); ISA:dipolar compound(CHEBI:51151); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);
3433	69185	2014-10-17	69185	General	Suggested Classification:  ISA:phenols(CHEBI:33853); ISA:methoxybenzene(CHEBI:51683); ISA:tetralins(CHEBI:36786); ISA:naphthalenes(CHEBI:25477); ISA:benzenetriol(CHEBI:22707); ISA:quinone(CHEBI:36141); ISA:aromatic ketone(CHEBI:76224); ISA:hydroquinones(CHEBI:24646); ISA:aromatic ether(CHEBI:35618); ISA:gamma-lactone(CHEBI:37581); ISA:oxolanes(CHEBI:26912); ISA:enol(CHEBI:33823); ISA:enone(CHEBI:51689); ISA:enol ether(CHEBI:47985); ISA:carboxylic ester(CHEBI:33308); ISA:polyol(CHEBI:26191); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:aromatic alcohol(CHEBI:33854);
3434	69187	2014-10-17	69187	General	Suggested Classification:  ISA:carboxylic ester(CHEBI:33308); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
3435	69181	2014-10-17	69181	General	Suggested Classification:  ISA:benzoate ester(CHEBI:36054); ISA:benzyl ether(CHEBI:59859); ISA:carbonyl compound(CHEBI:36586); ISA:oxacycle(CHEBI:38104); ISA:dicarboxylic acid(CHEBI:35692); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:tertiary alcohol(CHEBI:26878); ISA:carboxylic ester(CHEBI:33308); ISA:organic hydroxy compound(CHEBI:33822); ISA:2,2-dimethyl-2,3-dihydro-1-benzofuran-7-ol(CHEBI:38474); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352);
3436	69182	2014-10-17	69182	General	Suggested Classification:  ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:polyol(CHEBI:26191); ISA:2,2-dimethyl-2,3-dihydro-1-benzofuran-7-ol(CHEBI:38474); ISA:secondary alcohol(CHEBI:35681); ISA:lactone(CHEBI:25000); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
3437	69183	2014-10-17	69183	General	Suggested Classification:  ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:lactone(CHEBI:25000); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:epoxide(CHEBI:32955); ISA:carbonyl compound(CHEBI:36586);
3438	68887	2014-10-17	68887	General	Suggested Classification:  ISA:N-acylglycine(CHEBI:16180); ISA:alpha-amino acid ester(CHEBI:46874); ISA:N-acyl-amino acid(CHEBI:51569); ISA:amino acid amide(CHEBI:22475); ISA:alpha-amino acid(CHEBI:33704); ISA:salicylamides(CHEBI:53443); ISA:carbonyl compound(CHEBI:36586); ISA:catechols(CHEBI:33566); ISA:aralkylamine(CHEBI:18000); ISA:fatty acid ester(CHEBI:35748); ISA:amino fatty acid(CHEBI:59650); ISA:3-hydroxy carboxylic acid(CHEBI:61355); ISA:fatty amide(CHEBI:29348); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:carboxylic ester(CHEBI:33308); ISA:guanidines(CHEBI:24436); ISA:carboxamide(CHEBI:37622); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:organic heterocyclic compound(CHEBI:24532); ISA:ether(CHEBI:25698); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854); ISA:imine(CHEBI:24783);
3439	68888	2014-10-17	68888	General	Suggested Classification:  ISA:N-acylglycine(CHEBI:16180); ISA:N-acyl-amino acid(CHEBI:51569); ISA:amino acid amide(CHEBI:22475); ISA:alpha-amino acid(CHEBI:33704); ISA:salicylamides(CHEBI:53443); ISA:carbonyl compound(CHEBI:36586); ISA:catechols(CHEBI:33566); ISA:3-hydroxy carboxylic acid(CHEBI:61355); ISA:aralkylamine(CHEBI:18000); ISA:amino fatty acid(CHEBI:59650); ISA:fatty amide(CHEBI:29348); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:carboxamide(CHEBI:37622); ISA:guanidines(CHEBI:24436); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:monocarboxylic acid(CHEBI:25384); ISA:organic heterocyclic compound(CHEBI:24532); ISA:organonitrogen compound(CHEBI:35352); ISA:carboxylic acid(CHEBI:33575); ISA:aromatic alcohol(CHEBI:33854); ISA:imine(CHEBI:24783);
3440	68885	2014-10-17	68885	General	Suggested Classification:  ISA:N-acylglycine(CHEBI:16180); ISA:alpha-amino acid ester(CHEBI:46874); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:macrolide(CHEBI:25106); ISA:N-acyl-amino acid(CHEBI:51569); ISA:amino acid amide(CHEBI:22475); ISA:salicylamides(CHEBI:53443); ISA:carbonyl compound(CHEBI:36586); ISA:catechols(CHEBI:33566); ISA:aralkylamine(CHEBI:18000); ISA:fatty amide(CHEBI:29348); ISA:enol(CHEBI:33823); ISA:enone(CHEBI:51689); ISA:enol ether(CHEBI:47985); ISA:carboxylic ester(CHEBI:33308); ISA:carboxamide(CHEBI:37622); ISA:lactone(CHEBI:25000); ISA:guanidines(CHEBI:24436); ISA:polyol(CHEBI:26191); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:carboxylic acid(CHEBI:33575); ISA:aromatic alcohol(CHEBI:33854); ISA:imine(CHEBI:24783);
3441	69180	2014-10-17	69180	General	Suggested Classification:  ISA:benzoate ester(CHEBI:36054); ISA:benzyl ether(CHEBI:59859); ISA:carbonyl compound(CHEBI:36586); ISA:oxacycle(CHEBI:38104); ISA:dicarboxylic acid(CHEBI:35692); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:tertiary alcohol(CHEBI:26878); ISA:carboxylic ester(CHEBI:33308); ISA:organic hydroxy compound(CHEBI:33822); ISA:2,2-dimethyl-2,3-dihydro-1-benzofuran-7-ol(CHEBI:38474); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352);
